index,xc,yc,length
128,0.6927082538604736,1.0,0.010416626930236816
129,1.7447917461395264,1.0,0.010416626930236816
130,1.0572917461395264,1.0,0.010416626930236816
131,1.7760417461395264,1.0,0.010416626930236816
132,1.7343751192092896,1.0,0.010416626930236816
133,1.046875,1.0,0.010416626930236816
134,1.7656251192092896,1.0,0.010416626930236816
135,1.6927084922790527,1.0,0.010416746139526367
136,0.4427083730697632,1.0,0.010416686534881592
137,0.4947916865348816,1.0,0.010416656732559204
138,0.5572916269302368,1.0,0.010416686534881592
139,0.1510416567325592,1.0,0.010416671633720398
140,0.4843750298023224,1.0,0.010416656732559204
141,0.546875,1.0,0.010416686534881592
142,0.140625,1.0,0.010416671633720398
143,1.4427084922790527,1.0,0.010416746139526367
144,0.9427082538604736,1.0,0.010416626930236816
145,1.4947917461395264,1.0,0.010416626930236816
146,1.5572917461395264,1.0,0.010416626930236816
147,1.1510417461395264,1.0,0.010416626930236816
148,1.4843751192092896,1.0,0.010416626930236816
149,1.5468751192092896,1.0,0.010416626930236816
150,1.140625,1.0,0.010416626930236816
151,1.9427084922790527,1.0,0.010416746139526367
152,0.0364583320915699,1.0,0.010416664183139801
153,0.9947916269302368,1.0,0.010416686534881592
154,0.3072916865348816,1.0,0.010416656732559204
155,0.6510416269302368,1.0,0.010416686534881592
156,0.9843749403953552,1.0,0.010416686534881592
157,0.296875,1.0,0.010416656732559204
158,0.640625,1.0,0.010416686534881592
159,1.0364583730697632,1.0,0.010416746139526367
160,0.5364583134651184,1.0,0.010416626930236816
161,1.9947917461395264,1.0,0.010416626930236816
162,1.3072917461395264,1.0,0.010416626930236816
163,1.6510417461395264,1.0,0.010416626930236816
164,1.9843751192092896,1.0,0.010416626930236816
165,1.296875,1.0,0.010416626930236816
166,1.6406251192092896,1.0,0.010416626930236816
167,1.5364584922790527,1.0,0.010416746139526367
168,0.2864583432674408,1.0,0.010416686534881592
169,0.8072916269302368,1.0,0.010416686534881592
170,0.4010416865348816,1.0,0.010416656732559204
171,0.7968749403953552,1.0,0.010416686534881592
172,0.3906250298023224,1.0,0.010416656732559204
173,1.2864583730697632,1.0,0.010416746139526367
174,0.7864582538604736,1.0,0.010416626930236816
175,1.8072917461395264,1.0,0.010416626930236816
176,1.4010417461395264,1.0,0.010416626930236816
177,1.7968751192092896,1.0,0.010416626930236816
178,1.3906251192092896,1.0,0.010416626930236816
179,1.7864584922790527,1.0,0.010416746139526367
180,0.1614583283662796,1.0,0.010416656732559204
181,0.1822916567325592,1.0,0.010416671633720398
182,0.9010416269302368,1.0,0.010416686534881592
183,0.1718749850988388,1.0,0.010416671633720398
184,0.8906249403953552,1.0,0.010416686534881592
185,1.1614583730697632,1.0,0.010416746139526367
186,0.6614583134651184,1.0,0.010416626930236816
187,1.1822917461395264,1.0,0.010416626930236816
188,1.9010417461395264,1.0,0.010416626930236816
189,1.171875,1.0,0.010416626930236816
190,1.8906251192092896,1.0,0.010416626930236816
191,1.6614584922790527,1.0,0.010416746139526367
